Title,Price,Availability,Category,Tags,Description
Persian,£200.00,108 in stock," Classy Cat, Pokemon"," Classy Cat, persian, Technician",Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon’s surrounding vicinity. It becomes docile if grabbed by the whiskers.
Psyduck,£182.00,214 in stock," Duck, Pokemon"," Damp, Duck, psyduck","If it uses its mysterious power, Psyduck can’t remember having done so. It apparently can’t form a memory of such an event because it goes into an altered state that is much like deep sleep."
Golduck,£31.00,278 in stock," Duck, Pokemon"," Damp, Duck, golduck","Golduck is the fastest swimmer among all Pokémon. It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas."
Mankey,£125.00,209 in stock," Pig Monkey, Pokemon"," mankey, Pig Monkey, Vital Spirit","When Mankey starts shaking and its nasal breathing turns rough, it’s a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath."
Primeape,£86.00,68 in stock," Pig Monkey, Pokemon"," Pig Monkey, primeape, Vital Spirit","When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time."
Growlithe,£30.00,243 in stock," Pokemon, Puppy"," growlithe, Intimidate, Puppy","Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won’t forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things."
Arcanine,£69.00,14 in stock," Legendary, Pokemon"," arcanine, Intimidate, Legendary","Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon’s body is its source of power."
Poliwag,£174.00,217 in stock," Pokemon, Tadpole"," Damp, poliwag, Tadpole","Poliwag has a very thin skin. It is possible to see the Pokémon’s spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it."
Poliwhirl,£121.00,139 in stock," Pokemon, Tadpole"," Damp, poliwhirl, Tadpole","The surface of Poliwhirl’s body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle."
Poliwrath,£152.00,216 in stock," Pokemon, Tadpole"," Damp, poliwrath, Tadpole","Poliwrath’s highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort."
Abra,£141.00,116 in stock," Pokemon, Psi"," abra, Inner Focus, Psi","Abra needs to sleep for eighteen hours a day. If it doesn’t, this Pokémon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping."
Kadabra,£129.00,195 in stock," Pokemon, Psi"," Inner Focus, kadabra, Psi","Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers."
Alakazam,£40.00,142 in stock," Pokemon, Psi"," alakazam, Inner Focus, Psi","Alakazam’s brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high IQ of 5,000. It has a thorough memory of everything that has occurred in the world."
Machop,£166.00,173 in stock," Pokemon, Superpower"," Guts, machop, Superpower",Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.
Machoke,£27.00,10 in stock," Pokemon, Superpower"," Guts, machoke, Superpower","Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train."
Machamp,£121.00,242 in stock," Pokemon, Superpower"," Guts, machamp, Superpower","Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon."
Bellsprout,£74.00,257 in stock," Flower, Pokemon"," bellsprout, Chlorophyll, Flower","Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron."
Weepinbell,£26.00,46 in stock," Flycatcher, Pokemon"," Chlorophyll, Flycatcher, weepinbell","Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground."
Victreebel,£68.00,119 in stock," Flycatcher, Pokemon"," Chlorophyll, Flycatcher, victreebel","Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole."
Tentacool,£186.00,66 in stock," Jellyfish, Pokemon"," Clear Body, Jellyfish, tentacool",Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes.
Tentacruel,£65.00,175 in stock," Jellyfish, Pokemon"," Clear Body, Jellyfish, tentacruel",Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.
Geodude,£32.00,77 in stock," Pokemon, Rock"," geodude, Rock, Rock Head","When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food."
Graveler,£182.00,86 in stock," Pokemon, Rock"," graveler, Rock, Rock Head","Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom."
Golem,£103.00,151 in stock," Megaton, Pokemon"," golem, Megaton, Rock Head","Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course."
Ponyta,£53.00,41 in stock," Fire Horse, Pokemon"," Fire Horse, ponyta, Run Away",Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.
Rapidash,£98.00,194 in stock," Fire Horse, Pokemon"," Fire Horse, rapidash, Run Away","Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph."
Slowpoke,£109.00,57 in stock," Dopey, Pokemon"," Dopey, Oblivious, slowpoke","Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge."
Slowbro,£179.00,289 in stock," Hermit Crab, Pokemon"," Hermit Crab, Oblivious, slowbro","Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead."
Magnemite,£100.00,16 in stock," Magnet, Pokemon"," magnemite, Magnet, Sturdy",Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokémon becomes incapable of flight if its internal electrical supply is depleted.
Magneton,£191.00,152 in stock," Magnet, Pokemon"," Magnet, magneton, Sturdy","Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokémon inside a Poké Ball."
Farfetchd,£185.00,158 in stock," Pokemon, Wild Duck"," farfetchd, Keen Eye, Wild Duck","Farfetch’d is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks."
Doduo,£73.00,227 in stock," Pokemon, Twin Bird"," doduo, Run Away, Twin Bird","Doduo’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokémon possessing different sets of brains."
Dodrio,£138.00,118 in stock," Pokemon, Triple Bird"," dodrio, Run Away, Triple Bird","Apparently, the heads aren’t the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest."
Seel,£164.00,250 in stock," Pokemon, Sea Lion"," Sea Lion, seel, Thick Fat","Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
Dewgong,£70.00,62 in stock," Pokemon, Sea Lion"," dewgong, Sea Lion, Thick Fat",Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
Grimer,£147.00,201 in stock," Pokemon, Sludge"," grimer, Sludge, Stench",Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.
Muk,£187.00,220 in stock," Pokemon, Sludge"," muk, Sludge, Stench","This Pokémon’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, Muk are certain to gather."
Shellder,£138.00,23 in stock," Bivalve, Pokemon"," Bivalve, Shell Armor, shellder","At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, Shellder closes its shell, but leaves its tongue hanging out."
Cloyster,£199.00,39 in stock," Bivalve, Pokemon"," Bivalve, cloyster, Shell Armor","Cloyster is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear. This Pokémon shoots spikes from its shell using the same system."
Gastly,£179.00,151 in stock," Gas, Pokemon"," Gas, gastly, Levitate","Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind."
